Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Region_Code,Model_Code,Source_Type_Code,Quarter,Season,Is_Quarter_End,Is_Year_End,Years_Since_2015,Delivery_Rate,Price_Per_Km,Price_Per_kWh,CO2_Per_1k_Deliveries,Production_Surplus,Stations_Per_1k_Deliveries,Deliveries_Lag_1,Production_Lag_1,Deliveries_Lag_2,Production_Lag_2,Deliveries_Lag_3,Production_Lag_3,Roll3_Mean,Roll3_Std,MoM_Growth,YoY_Growth,Log_Estimated_Deliveries,Log_Production_Units,Log_CO2_Saved_tons,Log_Charging_Stations,Region_Asia,Region_Europe,Region_Middle East,Region_North America,Model_Cybertruck,Model_Model 3,Model_Model S,Model_Model X,Model_Model Y,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Q_1,Q_2,Q_3,Q_4
2015,11,Asia,Cybertruck,4482.0,4968.0,84711.3,82,454,305.22,Interpolated (Month),5642,0,0,1,4,Autumn,0,0,0,0.9022,186.59,1033.06,68.0991,486.0,1258.813,5675.0,6461.0,10844.0,12086.0,10222.0,11128.0,8913.666666666666,2821.9571813430007,-0.2102,0.0095,8.40804774415544,8.51097389160232,5.724303797876949,8.63817111796914,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2015,12,Asia,Cybertruck,4993.0,5640.0,83124.69,100,598,447.87,Official (Quarter),5226,0,0,2,4,Winter,1,1,0,0.8853,139.0,831.25,89.6996,647.0,1046.6653,4482.0,4968.0,5675.0,6461.0,10844.0,12086.0,7000.333333333333,3381.736585444427,0.114,0.0095,8.515992470839718,8.637816633739977,6.106733313525701,8.561592778712923,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2016,1,Asia,Cybertruck,8067.0,8485.0,75972.71,75,449,543.31,Interpolated (Month),3481,0,0,1,1,Winter,0,0,1,0.9507,169.2,1012.97,67.3497,418.0,431.5111,4993.0,5640.0,4482.0,4968.0,5675.0,6461.0,5050.0,598.5390546990214,0.6157,-0.2877,8.995660899074103,9.04617302576227,6.299518937492588,8.155362120328135,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
2016,2,Asia,Cybertruck,10601.0,11391.0,93249.31,100,593,942.96,Official (Quarter),9847,0,0,2,1,Winter,0,0,1,0.9306,157.25,932.49,88.9501,790.0,928.8746,8067.0,8485.0,4993.0,5640.0,4482.0,4968.0,5847.333333333333,1939.1932171223507,0.3141,-0.2002,9.268797941547751,9.340666633651757,6.850083792366389,9.19502366786429,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
2016,3,Asia,Cybertruck,10500.0,11998.0,92112.83,82,484,762.3,Official (Quarter),13610,0,0,2,1,Spring,1,0,1,0.8751,190.32,1123.33,72.6,1498.0,1296.1905,10601.0,11391.0,8067.0,8485.0,4993.0,5640.0,7887.0,2808.3297527177965,-0.0095,0.0237,9.259225769705994,9.392578591964389,6.637651138804425,9.518633568332074,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2016,4,Asia,Cybertruck,2655.0,2813.0,81304.18,120,696,277.18,Official (Quarter),9188,0,0,2,2,Spring,0,0,1,0.9438,116.82,677.53,104.3992,158.0,3460.6403,10500.0,11998.0,10601.0,11391.0,8067.0,8485.0,9722.666666666666,1434.738419828971,-0.7471,-0.8256,7.884576510596324,7.942362237674335,5.628268386178984,9.125762395500885,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2016,5,Asia,Cybertruck,9308.0,9832.0,77613.34,100,572,798.63,Interpolated (Month),12420,0,0,1,2,Spring,0,0,1,0.9467,135.69,776.13,85.8004,524.0,1334.3361,2655.0,2813.0,10500.0,11998.0,10601.0,11391.0,7918.666666666667,4558.748768393947,2.5058,0.453,9.13873695311649,9.193499354780156,6.6841491206818135,9.427143867544194,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2016,6,Asia,Cybertruck,7885.0,8483.0,108849.21,82,481,568.9,Estimated (Region),9506,0,0,0,2,Summer,1,0,1,0.9295,226.3,1327.43,72.1497,598.0,1205.5802,9308.0,9832.0,2655.0,2813.0,10500.0,11998.0,7487.666666666667,4227.436141839795,-0.1529,0.095,8.972844314437573,9.045937315684574,6.3454609068409535,9.15978364835903,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2016,7,Asia,Cybertruck,10563.0,11036.0,115847.55,120,675,1069.5,Estimated (Region),8155,0,0,0,3,Summer,0,0,1,0.9571,171.63,965.4,101.2496,473.0,772.0345,7885.0,8483.0,9308.0,9832.0,2655.0,2813.0,6616.0,3503.337408814629,0.3396,92.4779,9.265207273417023,9.309008543772885,6.975881108029737,9.006509131694346,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2016,8,Asia,Cybertruck,8832.0,10136.0,104040.87,75,413,547.14,Interpolated (Month),3782,0,0,1,3,Summer,0,0,1,0.8713,251.91,1387.21,61.9497,1304.0,428.2156,10563.0,11036.0,7885.0,8483.0,9308.0,9832.0,9252.0,1339.8779795190333,-0.1639,-0.136,9.086249986745132,9.2239473753824,6.306530728772529,8.23827262463303,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2016,9,Asia,Cybertruck,12055.0,13630.0,103624.53,100,589,1065.06,Official (Quarter),10979,0,0,2,3,Autumn,1,0,1,0.8844,175.93,1036.25,88.3501,1575.0,910.7424,8832.0,10136.0,10563.0,11036.0,7885.0,8483.0,9093.333333333334,1357.9920225587994,0.3649,0.1117,9.397317740306331,9.520101889570842,6.971724888320075,9.30383071506352,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2016,10,Asia,Cybertruck,8282.0,9488.0,73194.29,100,574,713.08,Official (Quarter),5353,0,0,2,4,Autumn,0,0,1,0.8729,127.52,731.94,86.1,1206.0,646.3415,12055.0,13630.0,8832.0,10136.0,10563.0,11036.0,10483.333333333334,1612.976234584177,-0.313,0.4594,9.021960500598263,9.15788851197376,6.57099500088096,8.585599224080298,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2016,11,Asia,Cybertruck,14130.0,14923.0,61680.21,82,468,991.93,Estimated (Region),4711,0,0,0,4,Autumn,0,0,1,0.9469,131.8,752.2,70.2003,793.0,333.4041,8282.0,9488.0,12055.0,13630.0,8832.0,10136.0,9723.0,2038.2082818004671,0.7061,2.1526,9.556126244582746,9.610725934341048,6.900660168106213,8.457867725331422,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2016,12,Asia,Cybertruck,2907.0,3031.0,64225.62,75,441,192.3,Official (Quarter),7638,0,0,2,4,Winter,1,1,1,0.9591,145.64,856.34,66.1507,124.0,2627.451,14130.0,14923.0,8282.0,9488.0,12055.0,13630.0,11489.0,2964.80066783587,-0.7943,-0.4178,7.97522083865341,8.016977746762262,5.264243386214285,8.94102198354136,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2017,1,Asia,Cybertruck,9897.0,10319.0,59367.99,75,436,647.26,Estimated (Region),3651,0,0,0,1,Winter,0,0,2,0.9591,136.17,791.57,65.3996,422.0,368.8997,2907.0,3031.0,14130.0,14923.0,8282.0,9488.0,8439.666666666666,5613.160992999697,2.4045,0.2269,9.200087995511831,9.241839039035554,6.474291850447112,8.20303024171486,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
2017,2,Asia,Cybertruck,12861.0,13866.0,118320.97,75,417,804.46,Interpolated (Month),3203,0,0,1,1,Winter,0,0,2,0.9275,283.74,1577.61,62.5503,1005.0,249.0475,9897.0,10319.0,2907.0,3031.0,14130.0,14923.0,8978.0,5667.658511237247,0.2995,0.2132,9.462032506694808,9.537267195753865,6.691413542786855,8.07215530818825,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
2017,3,Asia,Cybertruck,11703.0,13032.0,61317.0,60,344,603.87,Interpolated (Month),11619,0,0,1,1,Spring,1,0,2,0.898,178.25,1021.95,51.5996,1329.0,992.8224,12861.0,13866.0,9897.0,10319.0,2907.0,3031.0,8555.0,5110.895420569668,-0.09,0.1146,9.36768594269996,9.47523988153072,6.405013558908621,9.360483030405902,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2017,4,Asia,Cybertruck,5651.0,5846.0,50103.17,75,439,372.12,Interpolated (Month),14602,0,0,1,2,Spring,0,0,2,0.9666,114.13,668.04,65.8503,195.0,2583.9674,11703.0,13032.0,12861.0,13866.0,9897.0,10319.0,11487.0,1493.7590167091955,-0.5171,1.1284,8.639764743804419,8.67368398817567,5.921900083722073,9.588982266040471,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2017,5,Asia,Cybertruck,2895.0,3028.0,74707.1,60,348,151.12,Official (Quarter),7008,0,0,2,2,Spring,0,0,2,0.9561,214.68,1245.12,52.2003,133.0,2420.7254,5651.0,5846.0,11703.0,13032.0,12861.0,13866.0,10071.666666666666,3871.9454197255086,-0.4877,-0.689,7.971085753505607,8.015987811027237,5.024669683060059,8.854950316500325,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2017,6,Asia,Cybertruck,7988.0,8226.0,111422.9,75,440,527.21,Estimated (Region),3164,0,0,0,2,Summer,1,0,2,0.9711,253.23,1485.64,66.0003,238.0,396.0941,2895.0,3028.0,5651.0,5846.0,11703.0,13032.0,6749.666666666667,4505.6095407095945,1.7592,0.0131,8.985820874482043,9.01517670716893,6.269493931906463,8.059908334578276,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2017,7,Asia,Cybertruck,12222.0,12642.0,58228.59,82,457,837.82,Interpolated (Month),3023,0,0,1,3,Summer,0,0,2,0.9668,127.41,710.1,68.5502,420.0,247.3409,7988.0,8226.0,2895.0,3028.0,5651.0,5846.0,5511.333333333333,2549.3709681671107,0.53,0.1571,9.411074701777263,9.444858981311897,6.731996142329587,8.014335737299424,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2017,8,Asia,Cybertruck,12395.0,13414.0,54652.43,75,441,819.93,Official (Quarter),10004,0,0,2,3,Summer,0,0,2,0.924,123.93,728.7,66.1501,1019.0,807.0996,12222.0,12642.0,7988.0,8226.0,2895.0,3028.0,7701.666666666667,4670.0880434241635,0.0142,0.4034,9.42512911890764,9.504128762859725,6.7104378439416665,9.210840247017833,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2017,9,Asia,Cybertruck,12488.0,13915.0,52725.66,120,710,1329.97,Official (Quarter),10434,0,0,2,3,Autumn,1,0,2,0.8974,74.26,439.38,106.4998,1427.0,835.5221,12395.0,13414.0,12222.0,12642.0,7988.0,8226.0,10868.333333333334,2495.941171849479,0.0075,0.0359,9.432603535863086,9.540794536271832,7.193663278697067,9.252920819511301,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2017,10,Asia,Cybertruck,9752.0,10159.0,105880.52,60,339,495.89,Official (Quarter),6592,0,0,2,4,Autumn,0,0,2,0.9599,312.33,1764.68,50.8501,407.0,675.9639,12488.0,13915.0,12395.0,13414.0,12222.0,12642.0,12368.333333333334,134.99012309559058,-0.2191,0.1775,9.185330208972015,9.226213721132472,6.208368673632172,8.7937637591133,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2017,11,Asia,Cybertruck,7450.0,7962.0,74585.36,120,665,743.14,Interpolated (Month),8833,0,0,1,4,Autumn,0,0,2,0.9357,112.16,621.54,99.7503,512.0,1185.6376,9752.0,10159.0,12488.0,13915.0,12395.0,13414.0,11545.0,1553.4796426088192,-0.2361,-0.4728,8.916103530553727,8.982561092257445,6.612229189173965,9.086363192156472,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2017,12,Asia,Cybertruck,9252.0,10170.0,102582.4,60,352,488.51,Interpolated (Month),9934,0,0,1,4,Winter,1,1,2,0.9097,291.43,1709.71,52.8005,918.0,1073.7138,7450.0,7962.0,9752.0,10159.0,12488.0,13915.0,9896.666666666666,2522.113663840975,0.2419,2.1827,9.13270310224903,9.227295812625597,6.193404890771089,9.203819154985917,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2018,1,Asia,Cybertruck,10761.0,11619.0,52286.13,82,470,758.65,Estimated (Region),7892,0,0,0,1,Winter,0,0,3,0.9262,111.25,637.64,70.5,858.0,733.3891,9252.0,10170.0,7450.0,7962.0,9752.0,10159.0,8818.0,1210.812950046375,0.1631,0.0873,9.283776690049365,9.360483030405902,6.632857800889775,8.973731569708402,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
2018,2,Asia,Cybertruck,8796.0,9795.0,112857.53,82,454,599.01,Official (Quarter),7717,0,0,2,1,Winter,0,0,3,0.898,248.58,1376.31,68.1003,999.0,877.3306,10761.0,11619.0,9252.0,10170.0,7450.0,7962.0,9154.333333333334,1657.6592935019373,-0.1826,-0.3161,9.082166033252674,9.189729418072059,6.3969463217439255,8.951310542097564,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
2018,3,Asia,Cybertruck,8510.0,9702.0,98236.14,75,443,565.49,Official (Quarter),9674,0,0,2,1,Spring,1,0,3,0.8771,221.75,1309.82,66.4501,1192.0,1136.7803,8796.0,9795.0,10761.0,11619.0,9252.0,10170.0,9603.0,1028.4488319795075,-0.0325,-0.2728,9.049114723476961,9.1801903950253,6.339459428061597,9.177300517897983,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2018,4,Asia,Cybertruck,6334.0,6575.0,50902.82,100,577,548.21,Interpolated (Month),13213,0,0,1,2,Spring,0,0,3,0.9633,88.22,509.03,86.5504,241.0,2086.0436,8510.0,9702.0,8796.0,9795.0,10761.0,11619.0,9355.666666666666,1225.426592388685,-0.2557,0.1209,8.75384509275524,8.791181936736017,6.308480882031033,9.48903215258983,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2018,5,Asia,Cybertruck,5386.0,5479.0,111829.15,60,342,276.3,Estimated (Region),7647,0,0,0,2,Spring,0,0,3,0.983,326.99,1863.82,51.2997,93.0,1419.7921,6334.0,6575.0,8510.0,9702.0,8796.0,9795.0,7880.0,1346.4902524712165,-0.1497,0.8604,8.591743922680534,8.608860379942062,5.625099952621732,8.942199454731238,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2018,6,Asia,Cybertruck,8089.0,8151.0,77845.54,75,431,522.95,Interpolated (Month),8799,0,0,1,2,Summer,1,0,3,0.9924,180.62,1037.94,64.6495,62.0,1087.7735,5386.0,5479.0,6334.0,6575.0,8510.0,9702.0,6743.333333333333,1601.7207413695203,0.5019,0.0126,8.998384010052538,9.00601857490256,6.261396259920951,9.082507000466299,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2018,7,Asia,Cybertruck,9208.0,9785.0,75046.79,60,347,479.28,Estimated (Region),9907,0,0,0,3,Summer,0,0,3,0.941,216.27,1250.78,52.0504,577.0,1075.9123,8089.0,8151.0,5386.0,5479.0,6334.0,6575.0,6603.0,1371.4310044621245,0.1383,-0.2466,9.127936545721367,9.188708071849069,6.174369267162517,9.20109779060925,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2018,8,Asia,Cybertruck,6880.0,7303.0,64678.32,120,718,740.98,Interpolated (Month),10747,0,0,1,3,Summer,0,0,3,0.9421,90.08,538.99,107.7006,423.0,1562.064,9208.0,9785.0,8089.0,8151.0,5386.0,5479.0,7561.0,1964.945037399265,-0.2528,-0.4449,8.83651926920248,8.896177422274805,6.609322288626212,9.282474969735382,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2018,9,Asia,Cybertruck,14260.0,14838.0,67415.43,60,358,765.76,Official (Quarter),6579,0,0,2,3,Autumn,1,0,3,0.961,188.31,1123.59,53.6999,578.0,461.3604,6880.0,7303.0,9208.0,9785.0,8089.0,8151.0,8059.0,1164.2899123500138,1.0727,0.1419,9.565283817736766,9.605014129006127,6.642173844969959,8.791790024319363,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2018,10,Asia,Cybertruck,1697.0,1724.0,116738.2,60,331,84.26,Estimated (Region),6571,0,0,0,4,Autumn,0,0,3,0.9843,352.68,1945.64,49.6523,27.0,3872.1273,14260.0,14838.0,6880.0,7303.0,9208.0,9785.0,10116.0,3772.8567425758447,-0.881,-0.826,7.437206366871292,7.45298232946546,4.445705411337064,8.790573479157159,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2018,11,Asia,Cybertruck,4416.0,4672.0,55640.66,60,334,221.24,Official (Quarter),6575,0,0,2,4,Autumn,0,0,3,0.9452,166.59,927.34,50.0996,256.0,1488.904,1697.0,1724.0,14260.0,14838.0,6880.0,7303.0,7612.333333333333,6313.436174804758,1.6022,-0.4072,8.393216011596527,8.449556542700426,5.403757879006034,8.791181936736017,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2018,12,Asia,Cybertruck,14998.0,15151.0,112817.81,100,555,1248.58,Interpolated (Month),6934,0,0,1,4,Winter,1,1,3,0.9899,203.28,1128.18,83.2498,153.0,462.3283,4416.0,4672.0,1697.0,1724.0,14260.0,14838.0,6791.0,6609.667994687781,2.3963,0.6211,9.61573881119536,9.625887815425859,7.130562773835699,8.844336332748933,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2019,1,Asia,Cybertruck,7929.0,8463.0,90432.92,82,474,563.75,Estimated (Region),6989,0,0,0,1,Winter,0,0,4,0.9369,190.79,1102.84,71.0998,534.0,881.4478,14998.0,15151.0,4416.0,4672.0,1697.0,1724.0,7037.0,7027.188698192186,-0.4713,-0.2632,8.978408314628894,9.043577154098081,6.336383155348113,8.852235835227855,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
2019,2,Asia,Cybertruck,9198.0,10505.0,65314.02,60,339,467.72,Estimated (Region),12074,0,0,0,1,Winter,0,0,4,0.8756,192.67,1088.57,50.8502,1307.0,1312.6767,7929.0,8463.0,14998.0,15151.0,4416.0,4672.0,9114.333333333334,5389.660688144788,0.16,0.0457,9.126850061477157,9.259701801513907,6.150005575236533,9.398892478520773,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
2019,3,Asia,Cybertruck,2030.0,2114.0,117121.03,82,456,138.85,Estimated (Region),9957,0,0,0,1,Spring,1,0,4,0.9603,256.84,1428.31,68.399,84.0,4904.9261,9198.0,10505.0,7929.0,8463.0,14998.0,15151.0,10708.333333333334,3768.7558070712616,-0.7793,-0.7615,7.616283561580385,7.656810091480378,4.940570419647969,9.206131527202128,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2019,4,Asia,Cybertruck,1912.0,1967.0,71662.87,82,490,140.53,Interpolated (Month),7933,0,0,1,2,Spring,0,0,4,0.972,146.25,873.94,73.499,55.0,4149.0586,2030.0,2114.0,9198.0,10505.0,7929.0,8463.0,6385.666666666667,3825.109715202078,-0.0581,-0.6981,7.556427969440253,7.584773077612199,4.952511708745748,8.978912601074276,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2019,5,Asia,Cybertruck,7613.0,8216.0,52406.38,60,349,398.54,Estimated (Region),3977,0,0,0,2,Spring,0,0,4,0.9266,150.16,873.44,52.3499,603.0,522.3959,1912.0,1967.0,2030.0,2114.0,9198.0,10505.0,4380.0,4172.92750955489,2.9817,0.4135,8.937743936942443,9.013960457931187,5.990313885350586,8.288534459413917,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2019,6,Asia,Cybertruck,2252.0,2436.0,56394.73,75,440,148.63,Official (Quarter),9989,0,0,2,2,Summer,1,0,4,0.9245,128.17,751.93,65.9991,184.0,4435.6128,7613.0,8216.0,1912.0,1967.0,2030.0,2114.0,3851.6666666666665,3257.9444951277646,-0.7042,-0.7216,7.720017940432244,7.798523053625206,5.008165580195328,9.2093398716426,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2019,7,Asia,Cybertruck,11985.0,13202.0,97786.98,60,348,625.62,Estimated (Region),6193,0,0,0,3,Summer,0,0,4,0.9078,281.0,1629.78,52.2003,1217.0,516.7292,2252.0,2436.0,7613.0,8216.0,1912.0,1967.0,3925.6666666666665,3197.8462022638464,4.3219,0.3016,9.391494581018131,9.488199355479201,6.440340296297894,8.731336360533149,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2019,8,Asia,Cybertruck,8619.0,8892.0,101522.48,75,424,548.17,Official (Quarter),9072,0,0,2,3,Summer,0,0,4,0.9693,239.44,1353.63,63.6002,273.0,1052.5583,11985.0,13202.0,2252.0,2436.0,7613.0,8216.0,7283.333333333333,4874.8674170005215,-0.2809,0.2528,9.061840363657739,9.09301972939964,6.308408047492863,9.11305824916963,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2019,9,Asia,Cybertruck,9669.0,10159.0,50496.43,82,478,693.27,Official (Quarter),12905,0,0,2,3,Autumn,1,0,4,0.9518,105.64,615.81,71.7003,490.0,1334.6778,8619.0,8892.0,11985.0,13202.0,2252.0,2436.0,7618.666666666667,4943.007417891798,0.1218,-0.3219,9.17678358844734,9.226213721132472,6.542860933838223,9.465447598495786,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2019,10,Asia,Cybertruck,12582.0,13593.0,77593.33,100,592,1117.28,Interpolated (Month),8915,0,0,1,4,Autumn,0,0,4,0.9256,131.07,775.93,88.7999,1011.0,708.5519,9669.0,10159.0,8619.0,8892.0,11985.0,13202.0,10091.0,1722.2229820786945,0.3013,6.4143,9.440101975591968,9.517383797906584,7.019547069585564,9.095602694505759,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2019,11,Asia,Cybertruck,13482.0,13757.0,108525.52,75,418,845.32,Official (Quarter),6614,0,0,2,4,Autumn,0,0,4,0.98,259.63,1447.01,62.6999,275.0,490.58,12582.0,13593.0,9669.0,10159.0,8619.0,8892.0,10290.0,2053.186060735859,0.0715,2.053,9.509184911634074,9.52937575208596,6.740897538678519,8.797095076549056,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
